AssetID,Part,LogType,Sys,Description,KKS,MeasurementUnit,XD,StartTime,Tanavob,EditTime,RangeLL,RangeHH,RangeBol1,RangeBol2,RangeBol3,RangeBol4,NumType,Conditions,AssetRange,ShowCondition,SequenceShow,Activation,AssetTag,ActiveTimeTag,ActivationTag,Job,IsDeleted,LTShort,Version,Type
1715,GT,FG TO FO,Fuel Oil,هر سه عدد والوهاي دستي مسيرهاي رفت و برگشت اصلي و برگشت ثانويه باز و والوهاي درين آنها بسته است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,3,1,0,0:15,0,Operation,0,CDP,0x000000000023E705,Form
1716,GT,FG TO FO,Fuel Oil,"حداقل يك فيلتر تميز و آماده بوده و Filling و هوا گيري آن انجام شده ، ولو تعويض فيلترها كاملاً به سمت فيلتر  تميز بوده ، والو Filling  و والو درين فيلتر تميز بسته و والو ونت آن باز است ",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,4,1,0,0:15,0,Operation,0,CDP,0x000000000023E706,Form
1717,GT,FG TO FO,Fuel Oil,هر دو والو ايزوله سوئيچ DP فيلترها باز است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,5,1,0,0:15,0,Operation,0,CDP,0x000000000023E707,Form
1718,GT,FG TO FO,Fuel Oil,سطح تانك Leakage گازوئيل با توجه به Sight Glass محلي بالا نيست,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,6,1,0,0:15,0,Operation,0,CDP,0x000000000023E708,Form
1719,GT,FG TO FO,Fuel Oil,"-	والو درين پمپ Injection   (MBN12AA201) بسته می باشد",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,7,1,0,0:15,0,Operation,0,CDP,0x000000000023E709,Form
1720,GT,FG TO FO,Fuel Oil,"-	والو درین بین دو ESV   (MBN12AA403) بسته می باشد",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,8,1,0,0:15,0,Operation,0,CDP,0x000000000023E70A,Form
1721,GT,FG TO FO,Fuel Oil,"-	والو درين بعد از كنترل ولو   (MBN54AA401) بسته می باشد",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,9,1,0,0:15,0,Operation,0,CDP,0x000000000023E70B,Form
1722,GT,FG TO FO,Fuel Oil,والو درين مسير   Secondary Return (Leakage) بسته می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,10,1,0,0:15,0,Operation,0,CDP,0x000000000023E70C,Form
1723,GT,FG TO FO,Fuel Oil,"-	والو درین مسیر Return بسته می باشد",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,11,1,0,0:15,0,Operation,0,CDP,0x000000000023E70D,Form
1724,GT,FG TO FO,Fuel Oil,والو دستي مسير خروجي پمپ Leakage باز است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,12,1,0,0:15,0,Operation,0,CDP,0x000000000023E70E,Form
1725,GT,FG TO FO,Fuel Oil,والو ایزوله دستی سوئیچ قبل از اینجکشنMBN12CP001 باز می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,13,1,0,0:15,0,Operation,0,CDP,0x000000000023E70F,Form
1726,GT,FG TO FO,Fuel Oil,والوهاي ايزوله ترانسميتر فشار MBN13CP102  بعد ESV2 باز است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,14,1,0,0:15,0,Operation,0,CDP,0x000000000023E710,Form
1727,GT,FG TO FO,Fuel Oil,والو ايزوله ترانسميتر فشار خط رفت MBN13CP107 باز است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,15,1,0,0:15,0,Operation,0,CDP,0x000000000023E711,Form
1728,GT,FG TO FO,Fuel Oil,والوهاي ايزوله سوئیچ DP بين خط برگشت گازوئيل و خروجي كمپرسور ( MBN52CP001 ) باز است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,16,1,0,0:15,0,Operation,0,CDP,0x000000000023E712,Form
1729,GT,FG TO FO,Fuel Oil,والوهای ايزوله سوئيچ فشار مسير Leakage بال والوهاي گازوئیل(MBN23CP001 ) باز است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,17,1,0,0:15,0,Operation,0,CDP,0x000000000023E713,Form
1730,GT,FG TO FO,Fuel Oil,والو ايزوله سوئیچ فشار MBN13CP005 ( فشار خط فیلینگ ) باز است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,18,1,0,0:15,0,Operation,0,CDP,0x000000000023E714,Form
1731,GT,FG TO FO,Fuel Oil,فیدرMOV  وصل می باشد و تابلو برقدار است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,19,1,0,0:15,0,Operation,0,CDP,0x000000000023E715,Form
1732,GT,FG TO FO,Fuel Oil,فیلتر مدار فرمان هیدرولیک والوهای سوخت کثیف نمی باشدو Flag نرمال است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,20,1,0,0:15,0,Operation,0,CDP,0x000000000023E716,Form
1733,GT,FG TO FO,Fuel Oil,سطح روغن در سایت گلس پمپ نرمال است و هیچ گونه نشتی روغن وجود ندارد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,21,1,0,0:15,0,Operation,0,CDP,0x000000000023E717,Form
1734,GT,FG TO FO,Fuel Oil,بريكر پمپ Injection  در حالت Rack in بوده و پوش باتوم Emergency  آنها آزاد است و فالتی بر روی آن وجود ندارد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,22,1,0,0:15,0,Operation,0,CDP,0x000000000023E718,Form
1735,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,هیچ گونه نشتی از پایپینگ و لنس ها وجود ندارد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE61,Form
1736,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,محیط داخلی کانکس تمیز می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE62,Form
1737,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,روشنایی داخلی کانکس نرمال می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE63,Form
1738,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,والو ورودی آب به مخزن MBL20AA204 و والو مسیر بای پس مخزن MBL20AA205 بسته باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE64,Form
1739,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,تانکر مخزن آب تخلیه باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE65,Form
1740,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,والو های درین پمپ های اینجکشن MBL30/31/32/33/34/35AA401 باز و مسیر تخلیه باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE66,Form
1741,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,هیچگونه وسایل اضافی در کانکس وجود ندارد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE67,Form
1742,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,دمای داخل کانکس نرمال می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE68,Form
1743,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,نشت آب باران به داخل کانکس وجود ندارد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE69,Form
1744,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,اتصالات مربوط به پایپینگ ورودی به Lower Part سالم می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE6A,Form
1745,BOP,چک لیست بازدید سیستم تراکم مرطوب,WCS,سطح مایع گلیسیرین مربوط به گیج ها نرمال می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,WCS Ins.,0x00000000001AAE6B,Form
1746,GT,چک لیست برقدار کردن ترانس,Unit Trans,در محوطه ترانس Unit اشیاء اضافی وجود ندارد و محوطه تمیز است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE6C,Form
1747,GT,چک لیست برقدار کردن ترانس,Unit Status,در بخش بالای ترانس Unit اشیاء اضافی و جود ندارد و تمیز است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE6D,Form
1748,GT,چک لیست برقدار کردن ترانس,Unit Status,"نشتی روغن از کلیه بخش های ترانس Unit شامل شیرها ، رادیاتورها و مسیرهای روغن وجود ندارد",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE6E,Form
1749,GT,چک لیست برقدار کردن ترانس,Unit Status,سطح روغن در تانک کنسرواتور روغن ترانس Unit مناسب است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE6F,Form
1750,GT,چک لیست برقدار کردن ترانس,Unit Trans,سیستم اسپری آب ( اسپرینکلر ) ترانس Unit آماده است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE70,Form
1751,GT,چک لیست برقدار کردن ترانس,Unit Status,کلیه والوهای مکانیکال ترانس  Unit در وضعیت نرمال قرار دارند,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE71,Form
1752,GT,چک لیست برقدار کردن ترانس,Main Trans,در محوطه ترانس Main اشیاء اضافی وجود ندارد و محوطه تمیز است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE72,Form
1753,GT,چک لیست برقدار کردن ترانس,Main Trans,در بخش بالای ترانس Main اشیاء اضافی و جود ندارد و تمیز است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE73,Form
1754,GT,چک لیست برقدار کردن ترانس,Main Trans,"وضعیت ظاهری ترانس شامل اتصالات کابل های هوائی ، ارت ، مقره ها و ارت نوترال ترانس ها مطلوب است",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE74,Form
1755,GT,چک لیست برقدار کردن ترانس,Main Trans,"نشتی روغن از کلیه بخش های ترانس Main شامل شیرها ، رادیاتورها ، بوشینگها و مسیرهای روغن وجود ندارد",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE75,Form
1756,GT,چک لیست برقدار کردن ترانس,Main Trans,سطح روغن در تانك كنسرواتور روغن ترانس Main با توجه به هر دو گيج چپ و راست مناسب است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE76,Form
1757,GT,چک لیست برقدار کردن ترانس,Main Trans,سیستم اسپری آب ( اسپرینکلر ) ترانس Main آماده است و فشار خط هیدرانت بیشتر از 11bar می باشد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE77,Form
1758,GT,چک لیست برقدار کردن ترانس,Main Trans,تمامی فیوزهای داخل مارشالینگ باکس ترانس در حالت On قرار دارند,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE78,Form
1759,GT,چک لیست برقدار کردن ترانس,Main Trans,تپ ترانس Main در وضعیت مناسب (12 ) است و سلكتور در حالت Remote قرار دارد,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE79,Form
1760,GT,چک لیست برقدار کردن ترانس,Main Trans,"گروه فن های ترانس Main هرگروه جداگانه در مدار قرار گرفته و وضعیت آنها مطلوب است و سلكتور در حالت Auto  و Local قرار دارد	",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE7A,Form
1761,GT,چک لیست برقدار کردن ترانس,Main Trans,کلیه والوهای مکانیکال ترانس  Main در وضعیت نرمال قرار دارند,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE7B,Form
1762,GT,چک لیست برقدار کردن ترانس,Bus Duct,بر روی باس داکت از بریکر ژنراتور تا ترانس وسایل اضافی وجود ندارد ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE7C,Form
1763,GT,چک لیست برقدار کردن ترانس,LV Bus Bar,"تغذیه الکتریکی 400 ولت پانل BAT01GF001 ترانس ( در پانل BFE ، ماژول 6.4)و تغذیه فن های ترانس در پانلBAT01GF001 برقرار است",0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE7D,Form
1764,GT,چک لیست برقدار کردن ترانس,LV Bus Bar,تغذیه الکتریکی 400 ولت الکتروموتور تپ چنجر در پانل BAT01GF001 برقرار است ,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE7E,Form
1765,GT,چک لیست برقدار کردن ترانس,CHA 11/12,کلیه حفاظت های ترانس در پانل  CHA11/12آماده است  و Lock Out ها Reset شده است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE7F,Form
1766,GT,چک لیست برقدار کردن ترانس,MV Bus Bar ( BBE ),سکسیونر ارت ترانس تغذیه داخلی در پانل Incoming باس BBE باز است (BBT01GT001),0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE80,Form
1767,GT,چک لیست برقدار کردن ترانس,MV Bus Bar ( BBE ),بریکر 6.6 کیلو ولت Incoming مربوط به ترانس تغذیه داخلی باز و آماده است (BBT01GT001),0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE81,Form
1768,GT,چک لیست برقدار کردن ترانس,GCB,از سکسیونر ارت Q82 پس از بریکر ژنراتور (GCB) در سمت ترانس بازدید شد و سکسیونر باز است  (BAC01GS002),0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE82,Form
1769,GT,چک لیست برقدار کردن ترانس,GCB,از سکسیونرQ9 مربوط به بریکر ژنراتور (GCB) در سمت ترانس بازدید شد و سکسیونر باز است    (BAC01GS009),0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE83,Form
1770,GT,چک لیست برقدار کردن ترانس,GCB,از بریکر ژنراتور Q0 بازدید شد و بریکر باز است  (BAC01GS001),0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE84,Form
1771,GT,چک لیست برقدار کردن ترانس,پست,سکسیونر ارت ترانس اصلی در پست 400 کیلو ولت باز است (ACA00GS082),0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1000,1,0,0:15,0,Operation,0,Trans Ins.,0x00000000001AAE85,Form
1772,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,مدت زمان استارت به مدت 5 دقیقه,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,1,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE86,Form
1773,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,تعداد استارت ناموفق,0,Num,0:00,0:00,0:00,1:00,0,10,0,0,0,0,1,7,0<X<10 Num,5,2,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE87,Form
1774,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,فرکانس خروجی دیزل,0,Hz,0:00,0:00,0:00,1:00,49.5,50.5,0,0,0,0,1,7,49.5<X<50.5 Hz,5,3,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE88,Form
1775,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,ولتاژ خروجی دیزل,0,V,0:00,0:00,0:00,1:00,380,420,0,0,0,0,1,7,380<X<420 V,5,4,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE89,Form
1776,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,دمپر هوای ورودی به ساختمان دیزل باز است,0,0,0:00,0:00,0:00,1:00,0,0,OK,Not OK,0,0,2,1,OK,5,5,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE8A,Form
1777,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,وضعیت فیلتر هوا,0,0,0:00,0:00,0:00,1:00,0,0,Clean,Dirty,0,0,2,1,Clean,5,6,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE8B,Form
1778,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,سطح آب رادیاتور,0,0,0:00,0:00,0:00,1:00,0,0,Normal,Low,0,0,2,1,Normal,5,7,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE8C,Form
1779,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,سطح روغن دیزل قبل از استارت,0,0,0:00,0:00,0:00,1:00,0,0,Normal,Low,High,0,3,1,Normal,5,8,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE8D,Form
1780,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,دمای روغن,0,c,0:00,0:00,0:00,1:00,25,50,0,0,0,0,1,7,25<X<50 c,5,9,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE8E,Form
1781,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,فشار روغن,0,bar,0:00,0:00,0:00,1:00,5,6,0,0,0,0,1,7,5<X<6 bar,5,10,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE8F,Form
1782,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,دمای آب,0,c,0:00,0:00,0:00,1:00,25,65,0,0,0,0,1,7,25<X<65 c,5,11,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE90,Form
1783,BOP,  چک لیست بازدید و تست هفتگی دیزل شماره 1,Diesel Room,کنتور تعداد استارت دیزل (قبل از استارت),0,Num,0:00,0:00,0:00,1:00,0,10000,0,0,0,0,1,7,0<X<10000 Num,5,12,1,0,0:15,0,Operation,0,Diesel Ins1,0x00000000001AAE91,Form
